unique_id,topping_class,category,topping,pretty_name,filename_paste,on_disk,sized_well,rotation,inches,inch_variance,min_per,max_per,variant rarity,topping rarity,scatters,serving_size,mass,calories,potassium,vitamin_c,magnesium,vitamin_b5,vitamin_d,vitamin_b7,height,moisture,cholesterol,vitamin_a,dietary_fiber,vitamin_b6,sugar,protein,iron,complex_carb,selenium,vitamin_k,vitamin_b12,calories_from_fat,vitamin_e,zinc,saturated_fat,iodine,trans_fat,sodium,monosaturated_fat,calcium,riboflavin,thiamin,folate,added_sugar,chromium,manganese,mark_end
0530,Paper,paper,code,Code,0530-paper-code,Y,Y,0,18,0,1,1,uncommon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0531,variant,paper,code,variant,0531-paper-code,Y,Y,0,18,0,1,1,uncommon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0532,variant,paper,code,variant,0532-paper-code,Y,Y,0,18,0,1,1,uncommon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0533,variant,paper,code,variant,0533-paper-code,Y,Y,0,18,0,1,1,uncommon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0534,variant,paper,code,variant,0534-paper-code,Y,Y,0,18,0,1,1,uncommon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0535,variant,paper,code,variant,0535-paper-code,Y,Y,0,18,0,1,1,uncommon,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0540,Paper,paper,treehugger,Tree Hugger,0540-paper-treehugger,Y,Y,0,18,0,1,1,grail,grail,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0550,Paper,paper,superpony,Super Pony,0550-paper-superpony,Y,Y,0,18,0,1,1,epic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0551,variant,paper,superpony,variant,0551-paper-superpony,Y,Y,0,18,0,1,1,epic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0552,variant,paper,superpony,variant,0552-paper-superpony,Y,Y,0,18,0,1,1,epic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0553,variant,paper,superpony,variant,0553-paper-superpony,Y,Y,0,18,0,1,1,epic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0554,variant,paper,superpony,variant,0554-paper-superpony,Y,Y,0,18,0,1,1,epic,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0560,Paper,paper,plain,Plain,0560-paper-plain,Y,Y,0,18,0,1,1,common,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
0561,variant,paper,plain,variant,0561-paper-plain,Y,Y,0,18,0,1,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.
1000,Crust,crust,thin,Thin Crust,1000-crust-thin,Y,Y,0,18,0,1,1,,,,1.0,748.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,31.4,37.6,59.9,89.4,50.0,99.1,51.7,17.5,55.2,41.0,0.0,51.7,17.5,55.2,41.0,0.0,0.0,0.0,41.6,46.1,18.2,.
1010,Crust,crust,thick,Thick Crust,1010-crust-thick,Y,Y,0,18,0,1,1,common,common,,1.0,838.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,67.9,82.2,72.6,88.2,50.0,23.4,17.0,89.0,99.6,78.7,0.0,14.0,41.6,46.1,18.2,0.0,0.0,0.0,23.4,88.0,13.6,.
1020,Crust,crust,moon,Moon Crust,1020-crust-moon,Y,Y,0,18,0,1,1,,,,1.0,560.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2.5,3.7,0.2,2.8,50.0,61.5,53.3,15.3,81.5,25.2,0.0,84.5,23.4,88.0,13.6,0.0,0.0,0.0,55.5,26.7,14.2,.
1040,Crust,crust,castle,Castle Crust,1040-crust-castle,Y,Y,0,18,0,1,1,,,,1.0,916.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,17.0,89.0,99.6,78.7,50.0,75.7,60.6,9.0,38.1,80.2,0.0,69.4,90.4,84.5,23.4,0.0,0.0,0.0,44.5,16.8,69.6,.
1050,Crust,crust,whitebread,White Bread Crust,1050-crust-whitebread,Y,Y,0,18,0,1,1,,,,1.0,820.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,53.3,15.3,81.5,25.2,50.0,34.3,63.7,79.8,73.7,27.5,0.0,84.6,44.6,80.5,55.5,0.0,0.0,0.0,87.5,39.6,11.7,.
1060,Crust,crust,playdao,PlayDAO,1060-crust-playdao,Y,Y,0,18,0,1,1,,,,1.0,813.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,88.2,41.4,98.5,25.7,50.0,3.7,82.5,87.5,39.6,11.7,0.0,82.5,78.4,69.4,3.5,0.0,0.0,0.0,73.5,85.9,91.6,.
1070,Crust,crust,glutenfree,GF Crust,1070-crust-glutenfree,Y,Y,0,18,0,1,1,,,,1.0,864.8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,60.6,9.0,38.1,80.2,50.0,55.2,45.8,73.5,85.9,91.6,0.0,45.8,49.0,84.6,44.5,0.0,0.0,0.0,39.5,69.3,27.7,.
1080,Crust,crust,keto-crustless,Keto Crustless,1080-crust-keto-crustless,Y,Y,0,18,0,1,1,,epic,,1.0,724.9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,63.7,79.8,73.7,27.5,50.0,17.2,25.9,39.5,69.3,27.7,0.0,25.9,3.7,82.5,87.5,0.0,0.0,0.0,59.8,42.1,74.6,.
2000,Sauce,sauce,tomato,Tomato Sauce,2000-sauce-tomato,Y,Y,0,18,0,1,1,common,common,,1.0,387.6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.6,0.0,0.0,0.0,2.0,0.0,0.5,0.2,0.0,0.0,0.0,1.8,1.5,1.9,.
2010,Sauce,sauce,pesto,Pesto,2010-sauce-pesto,Y,Y,0,18,0,1,1,common,uncommon,,1.0,372.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.4,4.7,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.9,0.0,0.0,0.0,1.5,0.4,0.0,1.1,0.0,0.0,0.0,1.4,1.9,1.9,.
2011,variant,sauce,pesto,variant,2011-sauce-pesto,Y,Y,0,18,0,1,1,uncommon,,,1.0,375.1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.4,4.7,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.1,0.0,0.0,0.0,1.1,1.0,1.5,1.9,0.0,0.0,0.0,0.8,0.1,1.5,.
2012,variant,sauce,pesto,variant,2012-sauce-pesto,Y,Y,0,18,0,1,1,uncommon,,,1.0,373.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,16.4,4.7,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.7,0.0,0.0,0.0,1.6,0.4,0.4,1.8,0.0,0.0,0.0,0.1,0.3,1.0,.
2030,Sauce,sauce,bbq,BBQ Sauce,2030-sauce-bbq,Y,Y,0,18,0,1,1,common,uncommon,,1.0,351.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.4,6.1,0.2,50.0,20.0,14.0,50.0,40.0,34.0,50.0,13.2,34.0,0.1,0.0,0.0,0.0,1.0,1.6,0.0,1.9,0.0,0.0,0.0,0.3,0.2,0.1,.
2040,Sauce,sauce,nutella,Nutella,2040-sauce-nutella,Y,Y,0,18,0,1,1,common,superrare,,1.0,350.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,20.0,15.0,50.0,13.2,34.0,0.4,0.0,0.0,0.0,1.0,1.3,0.7,1.5,0.0,0.0,0.0,0.0,1.7,0.3,.
2050,Sauce,sauce,white,White Sauce,2050-sauce-white,Y,Y,0,18,0,1,1,superrare,uncommon,,1.0,397.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,50.0,34.0,50.0,13.2,34.0,0.3,0.0,0.0,0.0,1.2,0.9,0.4,0.7,0.0,0.0,0.0,0.4,1.2,1.3,.
2051,variant,sauce,white,variant,2051-sauce-white,Y,Y,0,18,0,1,1,epic,uncommon,,1.0,389.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.7,0.0,0.0,0.0,1.4,0.2,1.5,0.4,0.0,0.0,0.0,1.2,0.4,0.3,.
2052,variant,sauce,white,variant,2052-sauce-white,Y,Y,0,18,0,1,1,superrare,uncommon,,1.0,388.6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.7,0.0,0.0,0.0,1.1,1.2,0.0,0.3,0.0,0.0,0.0,1.9,1.7,1.2,.
2053,variant,sauce,white,variant,2053-sauce-white,Y,Y,0,18,0,1,1,epic,,,1.0,392.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.8,0.0,0.0,0.0,1.6,1.7,1.6,1.8,0.0,0.0,0.0,2.0,1.8,1.6,.
2054,variant,sauce,white,variant,2054-sauce-white,Y,Y,0,18,0,1,1,grail,,,1.0,390.4,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.3,0.0,0.0,0.0,2.0,1.4,0.4,1.0,0.0,0.0,0.0,0.7,1.4,0.9,.
2060,Sauce,sauce,deepspace,Deep Space,2060-sauce-deepspace,Y,Y,0,18,0,1,1,common,epic,,1.0,390.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.1,0.0,0.0,0.0,1.2,1.6,1.5,1.8,0.0,0.0,0.0,1.0,2.0,0.0,.
2070,Sauce,sauce,prismicfluid,Prismatic Fluid,2070-sauce-prismicfluid,Y,Y,0,16,0,1,1,common,epic,,1.0,390.7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.9,0.0,0.0,0.0,1.3,2.0,1.0,1.2,0.0,0.0,0.0,1.9,1.1,0.8,.
2071,variant,sauce,prismicfluid,variant,2071-sauce-prismicfluid,Y,Y,0,17,0,1,1,common,,,1.0,391.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.9,0.0,0.0,0.0,1.3,0.8,1.9,1.3,0.0,0.0,0.0,1.1,0.1,0.2,.
2072,variant,sauce,prismicfluid,variant,2072-sauce-prismicfluid,Y,Y,0,17,0,1,1,common,,,1.0,388.8,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.1,0.0,0.0,0.0,0.1,1.5,1.2,1.6,0.0,0.0,0.0,2.0,1.2,0.0,.
2073,variant,sauce,prismicfluid,variant,2073-sauce-prismicfluid,Y,Y,0,17,0,1,1,common,,,1.0,389.5,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,0.7,0.0,0.0,0.0,1.9,0.6,2.0,0.0,0.0,0.0,0.0,1.8,0.9,1.3,.
2080,variant,sauce,no-sauce,variant,2080-sauce-no-sauce,Y,Y,0,17,0,1,1,superrare,epic,,1.0,390.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.3,5.6,0.0,50.0,40.0,30.0,52.2,40.0,34.0,50.0,13.2,34.0,1.3,0.0,0.0,0.0,1.7,1.4,1.5,0.0,0.0,0.0,0.0,2.0,0.7,1.6,.
2090,Sauce,sauce,applesauce,Apple Sauce,2090-sauce-applesauce,N,Y,0,17,0,1,1,superrare,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Sauce,sauce,squidink,Squid Ink,2100-sauce-squidink,Y,Y,0,18,0,1,1,superrare,epic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,Cheese,cheese,mozzarella,Mozzarella,3000-cheese-mozzarella,Y,Y,360,16.75,0,1,1,common,common,,1.0,364.0,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,77.3,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3010,Cheese,cheese,digitalvegan,Vegan Cheese,3010-cheese-digitalvegan,Y,Y,360,16,0,1,1,common,uncommon,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3020,Cheese,cheese,ricotta,Ricotta,3020-cheese-ricotta,Y,Y,360,18,0,1,1,common,uncommon,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,14.0,.
3030,Cheese,cheese,smokedmozzarella,Smoked Mozzarella,3030-cheese-smokedmozzarella,Y,Y,360,16,0,1,1,common,rare,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,11.0,.
3031,variant,cheese,smokedmozzarella,variant,3031-cheese-smokedmozzarella,Y,Y,360,16,0,1,1,uncommon,,,1.0,315.9,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,10.0,.
3032,variant,cheese,smokedmozzarella,variant,3032-cheese-smokedmozzarella,Y,Y,360,12,1,1,1,uncommon,,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,18.0,.
3033,variant,cheese,smokedmozzarella,variant,3033-cheese-smokedmozzarella,Y,Y,360,16,0,1,1,rare,,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,10.0,.
3080,Cheese,cheese,fetabits,Feta,3080-cheese-fetabits,Y,Y,360,16,0,1,1,common,uncommon,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3090,Cheese,cheese,dogecheese,Doge Cheese,3090-cheese-dogecheese,Y,Y,360,14,0,1,1,common,superrare,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3100,Cheese,cheese,formaggi,Quattro Formaggi,3100-cheese-formaggi,Y,Y,360,16,0,1,1,common,rare,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3170,Cheese,cheese,cheesecake,Cheesecake,3170-cheese-cheesecake,Y,Y,360,17,0,1,1,common,epic,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3171,variant,cheese,cheesecake,variant,3171-cheese-cheesecake,Y,Y,360,17,0,1,1,rare,,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3190,Cheese,cheese,gruyere,Gruyere,3190-cheese-gruyere,Y,Y,360,15,0,1,1,uncommon,rare,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3191,variant,cheese,gruyere,variant,3191-cheese-gruyere,Y,Y,360,15,0,1,1,uncommon,,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3192,variant,cheese,gruyere,variant,3192-cheese-gruyere,Y,Y,360,14,0,1,1,uncommon,,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
3193,variant,cheese,gruyere,variant,3193-cheese-gruyere,Y,Y,360,15,0,1,1,uncommon,,,1.0,323.7,0.0,0.0,1.0,5.0,2.8,1.0,3.0,0.0,0.0,27.9,10.0,13.0,60.0,37.0,0.1,22.2,3.2,3.0,50.0,17.7,4.3,6.9,5.8,6.4,0.0,8.9,13.0,10.0,11.5,0.0,0.0,0.0,41.5,46.0,12.9,.
